Время: 04/05/2017 21:14:47 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,657189805832314| Всего: 0,657189805832314| Состояние: OK 
Время: 04/19/2017 19:12:23 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,0030844386262281| Всего: 4,35603756784272| Состояние: NOLOAD 
Время: 04/19/2017 19:12:26 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 5,71641885010359E-05| Всего: 4,35609473203122| Состояние: NOLOAD 
Время: 04/19/2017 19:12:29 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,0069761238559038| Всего: 4,36307085588712| Состояние: NOLOAD 
Время: 04/19/2017 19:12:32 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00321805778575039| Всего: 4,36628891367287| Состояние: NOLOAD 
Время: 04/19/2017 19:12:35 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00218611970645661| Всего: 4,36847503337933| Состояние: NOLOAD 
Время: 04/19/2017 19:12:40 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00209344719634086| Всего: 4,37056848057567| Состояние: NOLOAD 
Время: 04/19/2017 19:13:17 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,0092686537603236| Всего: 4,37983713433599| Состояние: NOLOAD 
Время: 04/19/2017 19:13:19 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,0098938277828944| Всего: 4,39779634871877| Состояние: OK 
Время: 04/19/2017 19:13:19 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00962730105017652| Всего: 4,40742364976895| Состояние: OK 
Время: 04/19/2017 19:13:20 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00729622750882815| Всего: 4,41471987727778| Состояние: OK 
Время: 04/19/2017 19:13:20 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00373959930787776| Всего: 4,42162781900797| Состояние: OK 
Время: 04/19/2017 19:13:21 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00806538659989153| Всего: 4,38790252093588| Состояние: OK 
Время: 04/19/2017 19:13:21 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,0031683424223067| Всего: 4,41788821970009| Состояние: OK 
Время: 04/19/2017 19:13:22 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00997446629217568| Всего: 4,43160228530015| Состояние: OK 
Время: 04/19/2017 19:13:22 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00328122629936842| Всего: 4,43488351159952| Состояние: OK 
Время: 04/19/2017 19:13:23 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00834117017609122| Всего: 4,44322468177561| Состояние: OK 
Время: 04/19/2017 19:13:23 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00601606701780859| Всего: 4,44924074879342| Состояние: OK 
Время: 04/19/2017 19:13:24 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00447083666197529| Всего: 4,4537115854554| Состояние: OK 
Время: 04/19/2017 19:13:24 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,0023041991341413| Всего: 4,45601578458954| Состояние: OK 
Время: 04/19/2017 19:13:25 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00547611562790168| Всего: 4,46149190021744| Состояние: OK 
Время: 04/19/2017 19:13:25 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00240654181335426| Всего: 4,46389844203079| Состояние: OK 
Время: 04/19/2017 19:13:26 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00925479514489639| Всего: 4,47315323717569| Состояние: NOLOAD 
Время: 04/19/2017 19:13:29 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00622451271685982| Всего: 4,47937774989255| Состояние: NOLOAD 
Время: 04/19/2017 19:13:33 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00342876964408381| Всего: 4,48280651953663| Состояние: NOLOAD 
Время: 04/19/2017 19:13:36 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00890847925977245| Всего: 4,4917149987964| Состояние: NOLOAD 
Время: 04/19/2017 19:13:39 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00363844418601992| Всего: 4,49535344298242| Состояние: NOLOAD 
Время: 04/19/2017 19:13:42 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00753640159849841| Всего: 4,50288984458092| Состояние: NOLOAD 
Время: 04/19/2017 19:13:45 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00700003331387417| Всего: 4,50988987789479| Состояние: NOLOAD 
Время: 04/19/2017 19:13:48 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00420342025542791| Всего: 4,51409329815022| Состояние: NOLOAD 
Время: 04/19/2017 19:13:51 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,000813478855794984| Всего: 4,51490677700601| Состояние: NOLOAD 
Время: 04/19/2017 19:13:54 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00140853211349274| Всего: 4,5163153091195| Состояние: NOLOAD 
Время: 04/19/2017 19:45:00 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00724445446266069| Всего: 0,00724445446266069| Состояние: OK 
Время: 04/19/2017 19:45:01 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00121863871403906| Всего: 0,00846309317669976| Состояние: NOLOAD 
Время: 04/19/2017 19:45:04 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,000377701036807942| Всего: 0,0088407942135077| Состояние: NOLOAD 
Время: 04/19/2017 19:45:07 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00247985328197472| Всего: 0,0113206474954824| Состояние: NOLOAD 
Время: 04/19/2017 19:45:10 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00855562258910184| Всего: 0,0198762700845842| Состояние: NOLOAD 
Время: 04/19/2017 19:45:13 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00051449097251263| Всего: 0,0203907610570968| Состояние: NOLOAD 
Время: 04/19/2017 19:45:16 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,000916494108231968| Всего: 0,0213072551653288| Состояние: NOLOAD 
Время: 04/19/2017 19:45:19 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00588220410788534| Всего: 0,0271894592732141| Состояние: NOLOAD 
Время: 04/19/2017 19:45:22 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00634499343873234| Всего: 0,0335344527119464| Состояние: NOLOAD 
Время: 04/19/2017 19:45:25 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00763515747042147| Всего: 0,0411696101823679| Состояние: NOLOAD 
Время: 04/19/2017 19:45:28 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00686542332026429| Всего: 0,0480350335026322| Состояние: NOLOAD 
Время: 04/19/2017 19:45:31 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00883705349584904| Всего: 0,0568720869984812| Состояние: NOLOAD 
Время: 04/19/2017 19:45:34 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00123027199005255| Всего: 0,0581023589885338| Состояние: NOLOAD 
Время: 04/19/2017 19:45:37 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,000234055100117836| Всего: 0,0583364140886516| Состояние: NOLOAD 
